Unlimited Data Plan,Account Length (in months),Intl Active,Intl Plan,State,Gender,Age,Under 30,Senior,Group,Demographics,Contract Type,Payment Method,Churn Category,Churn Reason,Total Customers,Churned Customers,Avg Monthly Charges,Avg Customer Service Calls,Avg Extra International Charges,Avg Extra Data Charges,Avg Monthly GB Download,Grouped Comsumtion
No,53,Yes,yes,GA,Male,24,Yes,No,,Under 30,,,,,1,,28,1,0,18,17,10 o more GB
No,53,Yes,yes,ME,Female,47,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,53,Yes,yes,NM,Male,71,No,Yes,No,Senior,Month-to-Month,Credit Card,(blank),(blank),1,,35,0,0,19,7,Between 5 and 10 GB
No,53,Yes,yes,OH,Female,66,No,Yes,Yes,Senior,Two Year,Credit Card,(blank),(blank),1,,10,0,0,0,0,Less than 5 GB
No,53,Yes,yes,TX,Male,60,No,No,,Other,,,,,1,,27,0,0,51,5,Between 5 and 10 GB
No,54,No,no,AR,Female,48,No,No,,Other,,,,,1,,13,0,0,0,0,Less than 5 GB
No,54,No,no,DE,Male,54,No,No,,Other,,,,,1,,32,0,0,36,10,Between 5 and 10 GB
No,54,No,no,FL,Male,29,Yes,No,,Under 30,,,,,1,,12,1,0,0,0,Less than 5 GB
No,54,No,no,IA,Male,58,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,54,No,no,IN,Male,36,No,No,,Other,,,,,1,,11,0,0,0,0,Less than 5 GB
No,54,No,no,MD,Female,45,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,54,No,no,MI,Female,33,No,No,,Other,,,,,1,,62,2,0,25,8,Between 5 and 10 GB
No,54,No,no,MO,Female,30,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,54,No,no,ND,Female,54,No,No,,Other,,,,,1,,38,0,0,29,6,Between 5 and 10 GB
No,54,No,no,NJ,Female,60,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,54,No,no,OK,Female,24,Yes,No,,Under 30,,,,,1,,6,0,0,0,0,Less than 5 GB
No,54,No,no,OK,Male,48,No,No,,Other,,,,,1,,11,1,0,0,0,Less than 5 GB
No,54,No,no,SC,Female,25,Yes,No,,Under 30,,,,,1,,46,1,0,67,14,10 o more GB
No,54,No,no,WV,Male,57,No,No,,Other,,,,,1,,30,0,0,29,6,Between 5 and 10 GB
No,54,Yes,no,AR,Female,62,No,No,,Other,,,,,1,,10,0,71.3,0,0,Less than 5 GB
No,54,Yes,no,DE,Male,23,Yes,No,,Under 30,,,,,1,1,22,3,159.3,43,12,10 o more GB
No,54,Yes,no,IL,Male,33,No,No,,Other,,,,,1,,9,1,356.4,0,0,Less than 5 GB
No,54,Yes,no,MS,Female,51,No,No,,Other,,,,,1,,8,0,324,0,0,Less than 5 GB
No,54,Yes,no,NY,Female,43,No,No,,Other,,,,,1,,9,0,113.4,0,0,Less than 5 GB
No,54,Yes,no,OR,Female,35,No,No,,Other,,,,,1,,10,0,58.3,0,0,Less than 5 GB
No,54,Yes,no,SD,Female,27,Yes,No,,Under 30,,,,,1,,7,2,270,0,0,Less than 5 GB
No,54,Yes,no,UT,Male,58,No,No,,Other,,,,,1,,52,0,283.5,47,13,10 o more GB
No,54,Yes,no,WY,Male,68,No,Yes,No,Senior,One Year,Direct Debit,Other,Moved,1,1,23,1,243,52,1,Less than 5 GB
No,54,Yes,yes,AL,Female,72,No,Yes,No,Senior,Two Year,Paper Check,(blank),(blank),1,,8,0,0,0,0,Less than 5 GB
No,54,Yes,yes,MD,Male,37,No,No,,Other,,,,,1,,7,1,0,0,0,Less than 5 GB
No,55,No,no,AL,Male,58,No,No,,Other,,,,,1,,13,2,0,0,0,Less than 5 GB
No,55,No,no,GA,Male,22,Yes,No,,Under 30,,,,,1,,24,1,0,22,8,Between 5 and 10 GB
No,55,No,no,IA,Male,56,No,No,,Other,,,,,1,,44,0,0,4,2,Less than 5 GB
No,55,No,no,ID,Male,73,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,65,1,0,6,5,Between 5 and 10 GB
No,55,No,no,IL,Female,56,No,No,,Other,,,,,1,,6,0,0,0,0,Less than 5 GB
No,55,No,no,MT,Female,62,No,No,,Other,,,,,1,,12,2,0,0,0,Less than 5 GB
No,55,No,no,NY,Male,19,Yes,No,,Under 30,,,,,1,,6,0,0,0,0,Less than 5 GB
No,55,No,no,OK,Female,43,No,No,,Other,,,,,1,,19,0,0,65,13,10 o more GB
No,55,No,no,OR,Male,33,No,No,,Other,,,,,1,1,25,0,0,25,21,10 o more GB
No,55,No,no,UT,Female,48,No,No,,Other,,,,,1,,48,0,0,13,1,Less than 5 GB
No,55,No,no,UT,Female,61,No,No,,Other,,,,,1,,12,0,0,0,0,Less than 5 GB
No,55,No,no,VT,Male,59,No,No,,Other,,,,,1,,17,0,0,37,6,Between 5 and 10 GB
No,55,No,no,WV,Male,48,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,55,Yes,no,UT,Female,40,No,No,,Other,,,,,1,,40,0,121,8,19,10 o more GB
No,55,Yes,no,VT,Female,70,No,Yes,No,Senior,One Year,Direct Debit,Competitor,Competitor offered higher download speeds,1,1,59,1,12.2,37,2,Less than 5 GB
No,56,No,no,CO,Male,29,Yes,No,,Under 30,,,,,1,,12,0,0,0,0,Less than 5 GB
No,56,No,no,DE,Male,58,No,No,,Other,,,,,1,,11,0,0,0,0,Less than 5 GB
No,56,No,no,FL,Male,48,No,No,,Other,,,,,1,1,48,4,9,40,2,Less than 5 GB
No,56,No,no,NJ,Male,43,No,No,,Other,,,,,1,,8,2,0,0,0,Less than 5 GB
No,56,No,no,NJ,Male,66,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,38,0,0,48,5,Between 5 and 10 GB
No,56,No,no,OH,Female,42,No,No,,Other,,,,,1,,13,0,0,0,0,Less than 5 GB
No,56,No,no,RI,Female,21,Yes,No,,Under 30,,,,,1,1,59,4,0,60,24,10 o more GB
No,56,No,no,WY,Female,24,Yes,No,,Under 30,,,,,1,,6,0,0,0,0,Less than 5 GB
No,56,No,no,WY,Male,34,No,No,,Other,,,,,1,,7,1,0,0,0,Less than 5 GB
No,56,Yes,no,MN,Male,56,No,No,,Other,,,,,1,,11,0,100.8,0,0,Less than 5 GB
No,56,Yes,no,NH,Female,83,No,Yes,Yes,Senior,Two Year,Credit Card,(blank),(blank),1,,21,0,186.7,50,4,Less than 5 GB
No,56,Yes,no,OH,Female,77,No,Yes,No,Senior,Month-to-Month,Direct Debit,(blank),(blank),1,,50,2,520.8,60,15,10 o more GB
No,56,Yes,yes,VA,Male,50,No,No,,Other,,,,,1,,17,0,0,0,0,Less than 5 GB
No,57,No,no,AZ,Female,38,No,No,,Other,,,,,1,,7,2,0,0,0,Less than 5 GB
No,57,No,no,CT,Female,64,No,No,,Other,,,,,1,1,53,3,4.1,43,5,Between 5 and 10 GB
No,57,No,no,HI,Male,51,No,No,,Other,,,,,1,,12,1,0,0,0,Less than 5 GB
No,57,No,no,HI,Male,76,No,Yes,Yes,Senior,One Year,Direct Debit,(blank),(blank),1,,39,0,0,80,3,Less than 5 GB
No,57,No,no,IL,Male,29,Yes,No,,Under 30,,,,,1,,30,0,0,78,23,10 o more GB
No,57,No,no,MN,Female,22,Yes,No,,Under 30,,,,,1,,9,0,0,0,0,Less than 5 GB
No,57,No,no,MN,Female,62,No,No,,Other,,,,,1,,10,2,0,0,0,Less than 5 GB
No,57,No,no,MO,Female,57,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,57,No,no,MO,Female,67,No,Yes,No,Senior,Month-to-Month,Direct Debit,(blank),(blank),1,,36,0,0,14,10,Between 5 and 10 GB
No,57,No,no,NJ,Female,58,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,57,No,no,OK,Male,55,No,No,,Other,,,,,1,,6,0,0,0,0,Less than 5 GB
No,57,No,no,PA,Male,31,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,57,No,no,SC,Male,58,No,No,,Other,,,,,1,,10,0,0,0,0,Less than 5 GB
No,57,No,no,TN,Female,63,No,No,,Other,,,,,1,,20,0,0,0,2,Less than 5 GB
No,57,No,no,TN,Male,37,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,57,Yes,no,AL,Male,51,No,No,,Other,,,,,1,,13,0,161.9,0,0,Less than 5 GB
No,57,Yes,no,DE,Female,31,No,No,,Other,,,,,1,,9,0,293.6,0,0,Less than 5 GB
No,57,Yes,no,LA,Female,22,Yes,No,,Under 30,,,,,1,,63,1,193.8,0,24,10 o more GB
No,57,Yes,no,MA,Male,41,No,No,,Other,,,,,1,,52,2,155,39,1,Less than 5 GB
No,57,Yes,no,MA,Male,46,No,No,,Other,,,,,1,,37,0,393.3,0,9,Between 5 and 10 GB
No,57,Yes,no,MO,Male,55,No,No,,Other,,,,,1,1,11,4,16.1,0,0,Less than 5 GB
No,57,Yes,no,ND,Female,66,No,Yes,No,Senior,Month-to-Month,Direct Debit,Attitude,Attitude of support person,1,1,62,4,226.6,70,15,10 o more GB
No,57,Yes,yes,MD,Male,34,No,No,,Other,,,,,1,,12,0,0,0,0,Less than 5 GB
No,57,Yes,yes,ND,Female,58,No,No,,Other,,,,,1,,49,1,0,18,6,Between 5 and 10 GB
No,57,Yes,yes,NY,Male,59,No,No,,Other,,,,,1,,40,0,0,38,3,Less than 5 GB
No,58,No,no,CO,Male,36,No,No,,Other,,,,,1,,26,0,0,42,6,Between 5 and 10 GB
No,58,No,no,HI,Male,30,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,58,No,no,ID,Male,66,No,Yes,Yes,Senior,Two Year,Credit Card,(blank),(blank),1,,11,2,0,0,0,Less than 5 GB
No,58,No,no,MA,Female,51,No,No,,Other,,,,,1,,6,1,0,0,0,Less than 5 GB
No,58,No,no,MA,Female,56,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,58,No,no,ME,Female,32,No,No,,Other,,,,,1,1,56,4,0,57,6,Between 5 and 10 GB
No,58,No,no,MT,Male,42,No,No,,Other,,,,,1,,15,0,0,0,0,Less than 5 GB
No,58,No,no,ND,Female,76,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,62,2,0,10,4,Less than 5 GB
No,58,No,no,TX,Male,37,No,No,,Other,,,,,1,,12,1,0,0,0,Less than 5 GB
No,58,No,no,UT,Female,57,No,No,,Other,,,,,1,,9,1,0,0,0,Less than 5 GB
No,58,No,no,WI,Female,58,No,No,,Other,,,,,1,,7,1,0,0,0,Less than 5 GB
No,58,No,no,WY,Male,52,No,No,,Other,,,,,1,,12,0,0,0,0,Less than 5 GB
No,58,Yes,no,GA,Female,46,No,No,,Other,,,,,1,,23,0,330.6,42,5,Between 5 and 10 GB
No,58,Yes,no,KY,Female,58,No,No,,Other,,,,,1,,12,0,169.4,0,0,Less than 5 GB
No,58,Yes,no,MI,Female,30,No,No,,Other,,,,,1,,11,1,114.6,0,0,Less than 5 GB
No,58,Yes,no,OH,Female,22,Yes,No,,Under 30,,,,,1,,9,0,214.6,0,0,Less than 5 GB
No,58,Yes,no,TX,Male,44,No,No,,Other,,,,,1,,10,2,119.5,0,0,Less than 5 GB
No,58,Yes,yes,PA,Male,29,Yes,No,,Under 30,,,,,1,,10,0,0,0,0,Less than 5 GB
No,58,Yes,yes,UT,Male,37,No,No,,Other,,,,,1,,55,0,0,29,5,Between 5 and 10 GB
No,59,No,no,CT,Male,46,No,No,,Other,,,,,1,1,70,0,0,14,7,Between 5 and 10 GB
No,59,No,no,DC,Female,53,No,No,,Other,,,,,1,,61,0,0,80,7,Between 5 and 10 GB
No,59,No,no,GA,Male,62,No,No,,Other,,,,,1,,12,0,0,0,0,Less than 5 GB
No,59,No,no,ID,Male,36,No,No,,Other,,,,,1,,31,1,0,31,29,10 o more GB
No,59,No,no,MS,Female,67,No,Yes,No,Senior,Two Year,Credit Card,(blank),(blank),1,,25,0,0,19,7,Between 5 and 10 GB
No,59,No,no,ND,Male,53,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,59,No,no,NJ,Male,34,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,59,No,no,NV,Male,39,No,No,,Other,,,,,1,,11,0,0,0,0,Less than 5 GB
No,59,No,no,OR,Male,30,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,59,No,no,WA,Female,39,No,No,,Other,,,,,1,,13,0,0,0,0,Less than 5 GB
No,59,No,no,WV,Male,50,No,No,,Other,,,,,1,,13,0,0,0,0,Less than 5 GB
No,59,Yes,no,MD,Male,40,No,No,,Other,,,,,1,,10,0,123.9,0,0,Less than 5 GB
No,59,Yes,no,OK,Female,67,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,32,0,135.7,5,10,Between 5 and 10 GB
No,59,Yes,no,OR,Female,48,No,No,,Other,,,,,1,,7,0,286.2,0,0,Less than 5 GB
No,59,Yes,no,SD,Male,26,Yes,No,,Under 30,,,,,1,,38,0,279.3,0,17,10 o more GB
No,59,Yes,no,WV,Male,37,No,No,,Other,,,,,1,1,48,1,108,23,8,Between 5 and 10 GB
No,59,Yes,no,WY,Female,60,No,No,,Other,,,,,1,,43,0,185.9,96,2,Less than 5 GB
No,60,No,no,AK,Male,51,No,No,,Other,,,,,1,,54,0,0,42,38,10 o more GB
No,60,No,no,AK,Male,62,No,No,,Other,,,,,1,,13,0,0,0,0,Less than 5 GB
No,60,No,no,CT,Female,48,No,No,,Other,,,,,1,,15,0,0,0,0,Less than 5 GB
No,60,No,no,IL,Female,25,Yes,No,,Under 30,,,,,1,,53,0,0,83,13,10 o more GB
No,60,No,no,LA,Female,61,No,No,,Other,,,,,1,,10,0,0,0,0,Less than 5 GB
No,60,No,no,MA,Male,58,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,60,No,no,MO,Female,39,No,No,,Other,,,,,1,,9,1,0,0,0,Less than 5 GB
No,60,No,no,NC,Male,84,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,12,2,0,0,0,Less than 5 GB
No,60,No,no,OR,Male,48,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,60,No,no,TN,Male,21,Yes,No,,Under 30,,,,,1,,29,0,0,13,13,10 o more GB
No,60,No,no,TX,Male,19,Yes,No,,Under 30,,,,,1,,10,0,0,0,0,Less than 5 GB
No,60,No,no,WA,Female,58,No,No,,Other,,,,,1,,29,0,0,59,5,Between 5 and 10 GB
No,60,Yes,no,GA,Male,45,No,No,,Other,,,,,1,,7,0,306,0,0,Less than 5 GB
No,60,Yes,no,ID,Female,60,No,No,,Other,,,,,1,,13,0,204,0,0,Less than 5 GB
No,60,Yes,no,IL,Male,48,No,No,,Other,,,,,1,,7,0,270,0,0,Less than 5 GB
No,60,Yes,no,MA,Male,21,Yes,No,,Under 30,,,,,1,,46,0,85.2,99,24,10 o more GB
No,60,Yes,no,MS,Female,41,No,No,,Other,,,,,1,,30,2,414,18,6,Between 5 and 10 GB
No,60,Yes,no,ND,Female,36,No,No,,Other,,,,,1,,6,0,156,0,0,Less than 5 GB
No,60,Yes,no,NY,Female,68,No,Yes,No,Senior,Month-to-Month,Direct Debit,(blank),(blank),1,,69,0,145.2,40,13,10 o more GB
No,60,Yes,no,OH,Male,51,No,No,,Other,,,,,1,,12,0,339,0,0,Less than 5 GB
No,60,Yes,no,VA,Male,72,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,15,0,226,0,0,Less than 5 GB
No,60,Yes,no,WI,Female,60,No,No,,Other,,,,,1,,7,2,102,0,0,Less than 5 GB
No,60,Yes,yes,NC,Male,25,Yes,No,,Under 30,,,,,1,,15,2,0,0,0,Less than 5 GB
No,60,Yes,yes,OR,Male,45,No,No,,Other,,,,,1,,6,0,0,0,0,Less than 5 GB
No,60,Yes,yes,WI,Female,21,Yes,No,,Under 30,,,,,1,,9,0,0,0,0,Less than 5 GB
No,60,Yes,yes,WY,Female,43,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,61,No,no,AK,Female,29,Yes,No,,Under 30,,,,,1,,29,0,0,48,8,Between 5 and 10 GB
No,61,No,no,HI,Male,29,Yes,No,,Under 30,,,,,1,,24,0,0,24,10,Between 5 and 10 GB
No,61,No,no,IL,Male,48,No,No,,Other,,,,,1,,11,0,0,0,0,Less than 5 GB
No,61,No,no,KS,Female,22,Yes,No,,Under 30,,,,,1,1,13,4,21.9,0,0,Less than 5 GB
No,61,No,no,KS,Male,24,Yes,No,,Under 30,,,,,1,,9,0,0,0,0,Less than 5 GB
No,61,No,no,ME,Male,26,Yes,No,,Under 30,,,,,1,,12,0,0,0,0,Less than 5 GB
No,61,No,no,MN,Male,22,Yes,No,,Under 30,,,,,1,,40,0,0,66,26,10 o more GB
No,61,No,no,MO,Female,23,Yes,No,,Under 30,,,,,1,,10,2,0,0,0,Less than 5 GB
No,61,No,no,NJ,Female,72,No,Yes,No,Senior,One Year,Direct Debit,Price,Long distance charges,1,1,54,4,0,48,3,Less than 5 GB
No,61,No,no,NM,Male,57,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,61,No,no,TN,Male,54,No,No,,Other,,,,,1,,9,2,0,0,0,Less than 5 GB
No,61,No,no,TN,Male,60,No,No,,Other,,,,,1,,9,1,0,0,0,Less than 5 GB
No,61,No,no,TN,Male,78,No,Yes,Yes,Senior,One Year,Direct Debit,(blank),(blank),1,,8,0,0,0,0,Less than 5 GB
No,61,No,no,WA,Female,68,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,11,0,0,0,0,Less than 5 GB
No,61,No,no,WA,Male,46,No,No,,Other,,,,,1,,10,0,0,0,0,Less than 5 GB
No,61,No,no,WY,Female,47,No,No,,Other,,,,,1,,13,2,0,0,0,Less than 5 GB
No,61,Yes,no,DE,Female,59,No,No,,Other,,,,,1,,17,0,172.3,0,0,Less than 5 GB
No,61,Yes,no,KS,Female,56,No,No,,Other,,,,,1,,11,0,148.8,0,0,Less than 5 GB
No,61,Yes,no,WY,Male,67,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,55,2,305,88,2,Less than 5 GB
No,61,Yes,yes,IL,Male,44,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,61,Yes,yes,MS,Male,69,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,47,0,0,3,7,Between 5 and 10 GB
No,62,No,no,HI,Male,21,Yes,No,,Under 30,,,,,1,,11,0,0,0,0,Less than 5 GB
No,62,No,no,IA,Male,37,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,62,No,no,MA,Female,51,No,No,,Other,,,,,1,,5,0,0,0,0,Less than 5 GB
No,62,No,no,MN,Female,51,No,No,,Other,,,,,1,1,54,0,7.1,0,8,Between 5 and 10 GB
No,62,No,no,MO,Female,29,Yes,No,,Under 30,,,,,1,,11,0,0,0,0,Less than 5 GB
No,62,No,no,NC,Female,44,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,62,No,no,NC,Male,44,No,No,,Other,,,,,1,,12,0,0,0,0,Less than 5 GB
No,62,No,no,OK,Male,36,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,62,No,no,TN,Male,45,No,No,,Other,,,,,1,,16,1,0,0,0,Less than 5 GB
No,62,No,no,WI,Female,32,No,No,,Other,,,,,1,,42,0,0,53,14,10 o more GB
No,62,Yes,no,MA,Male,54,No,No,,Other,,,,,1,,8,1,409.2,0,0,Less than 5 GB
No,62,Yes,no,NC,Male,30,No,No,,Other,,,,,1,,13,0,155,0,0,Less than 5 GB
No,62,Yes,no,NE,Male,35,No,No,,Other,,,,,1,,33,0,226.9,30,3,Less than 5 GB
No,62,Yes,no,NH,Female,31,No,No,,Other,,,,,1,,15,2,165.9,62,13,10 o more GB
No,62,Yes,no,NJ,Male,28,Yes,No,,Under 30,,,,,1,,7,0,147.3,0,0,Less than 5 GB
No,62,Yes,no,VA,Male,23,Yes,No,,Under 30,,,,,1,,16,2,142.6,0,0,Less than 5 GB
No,62,Yes,yes,TN,Female,38,No,No,,Other,,,,,1,,26,0,0,11,4,Less than 5 GB
No,63,No,no,DC,Male,44,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,63,No,no,FL,Female,23,Yes,No,,Under 30,,,,,1,,9,0,0,0,0,Less than 5 GB
No,63,No,no,HI,Female,63,No,No,,Other,,,,,1,,10,0,0,0,0,Less than 5 GB
No,63,No,no,KS,Male,74,No,Yes,Yes,Senior,Two Year,Direct Debit,(blank),(blank),1,,8,0,0,0,0,Less than 5 GB
No,63,No,no,MA,Female,49,No,No,,Other,,,,,1,,13,0,0,0,0,Less than 5 GB
No,63,No,no,MA,Male,45,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,63,No,no,MI,Male,56,No,No,,Other,,,,,1,,39,0,0,76,14,10 o more GB
No,63,No,no,MO,Male,40,No,No,,Other,,,,,1,,12,0,0,0,0,Less than 5 GB
No,63,No,no,NE,Female,71,No,Yes,Yes,Senior,Two Year,Credit Card,(blank),(blank),1,,33,0,0,92,2,Less than 5 GB
No,63,No,no,VA,Male,29,Yes,No,,Under 30,,,,,1,,10,0,0,0,0,Less than 5 GB
No,63,No,no,WI,Female,21,Yes,No,,Under 30,,,,,1,,5,0,0,0,0,Less than 5 GB
No,63,No,no,WY,Female,27,Yes,No,,Under 30,,,,,1,,11,1,0,0,0,Less than 5 GB
No,63,Yes,no,AL,Male,26,Yes,No,,Under 30,,,,,1,,12,0,237.3,45,38,10 o more GB
No,63,Yes,no,CO,Female,21,Yes,No,,Under 30,,,,,1,,34,2,56.7,64,38,10 o more GB
No,63,Yes,no,FL,Female,25,Yes,No,,Under 30,,,,,1,,11,0,352.8,0,0,Less than 5 GB
No,63,Yes,no,IN,Male,68,No,Yes,Yes,Senior,Two Year,Credit Card,(blank),(blank),1,,8,0,197.4,0,0,Less than 5 GB
No,63,Yes,no,MI,Female,60,No,No,,Other,,,,,1,,20,0,239.4,31,14,10 o more GB
No,63,Yes,no,MN,Female,43,No,No,,Other,,,,,1,,15,0,123.5,0,0,Less than 5 GB
No,63,Yes,no,MT,Female,25,Yes,No,,Under 30,,,,,1,,43,0,327.6,26,17,10 o more GB
No,63,Yes,no,NJ,Male,47,No,No,,Other,,,,,1,,8,0,178.9,0,0,Less than 5 GB
No,63,Yes,no,NV,Female,68,No,Yes,No,Senior,Two Year,Credit Card,(blank),(blank),1,,9,0,239.4,0,0,Less than 5 GB
No,63,Yes,no,SC,Male,38,No,No,,Other,,,,,1,,7,0,428.4,0,0,Less than 5 GB
No,63,Yes,no,WV,Female,55,No,No,,Other,,,,,1,,32,2,195.3,14,6,Between 5 and 10 GB
No,64,No,no,DC,Male,64,No,No,,Other,,,,,1,1,68,3,0,59,1,Less than 5 GB
No,64,No,no,HI,Female,48,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,64,No,no,IL,Female,63,No,No,,Other,,,,,1,,45,2,0,47,2,Less than 5 GB
No,64,No,no,MA,Male,51,No,No,,Other,,,,,1,,10,0,0,0,0,Less than 5 GB
No,64,No,no,MA,Male,54,No,No,,Other,,,,,1,,10,0,0,0,0,Less than 5 GB
No,64,No,no,MD,Male,62,No,No,,Other,,,,,1,,12,0,0,0,0,Less than 5 GB
No,64,No,no,MT,Male,23,Yes,No,,Under 30,,,,,1,,11,0,0,0,0,Less than 5 GB
No,64,No,no,NC,Female,22,Yes,No,,Under 30,,,,,1,,42,0,0,12,26,10 o more GB
No,64,No,no,ND,Male,21,Yes,No,,Under 30,,,,,1,,11,1,0,0,0,Less than 5 GB
No,64,No,no,OR,Female,67,No,Yes,Yes,Senior,One Year,Direct Debit,(blank),(blank),1,,56,0,0,13,6,Between 5 and 10 GB
No,64,No,no,TX,Female,61,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,64,No,no,VA,Female,25,Yes,No,,Under 30,,,,,1,,30,0,0,27,20,10 o more GB
No,64,No,no,WI,Male,45,No,No,,Other,,,,,1,,36,0,0,44,6,Between 5 and 10 GB
No,64,No,yes,KY,Male,67,No,Yes,No,Senior,One Year,Direct Debit,Price,Price too high,1,1,45,1,0,47,5,Between 5 and 10 GB
No,64,Yes,no,LA,Female,25,Yes,No,,Under 30,,,,,1,,11,0,332.8,0,0,Less than 5 GB
No,64,Yes,no,ND,Male,54,No,No,,Other,,,,,1,,8,1,252.8,0,0,Less than 5 GB
No,64,Yes,no,NH,Male,52,No,No,,Other,,,,,1,,8,1,332.8,0,0,Less than 5 GB
No,64,Yes,no,NM,Male,50,No,No,,Other,,,,,1,,50,0,156.8,7,2,Less than 5 GB
No,64,Yes,no,OK,Male,67,No,Yes,Yes,Senior,Two Year,Credit Card,(blank),(blank),1,,9,0,348.8,0,0,Less than 5 GB
No,64,Yes,no,OR,Male,55,No,No,,Other,,,,,1,,13,2,209.6,0,0,Less than 5 GB
No,64,Yes,no,SC,Male,25,Yes,No,,Under 30,,,,,1,,43,0,121.6,48,15,10 o more GB
No,64,Yes,no,TX,Female,54,No,No,,Other,,,,,1,1,66,2,199.8,20,7,Between 5 and 10 GB
No,64,Yes,no,UT,Female,41,No,No,,Other,,,,,1,,63,0,185.6,38,8,Between 5 and 10 GB
No,64,Yes,no,UT,Female,45,No,No,,Other,,,,,1,,12,1,160,0,0,Less than 5 GB
No,64,Yes,no,UT,Male,26,Yes,No,,Under 30,,,,,1,,12,1,174.4,0,0,Less than 5 GB
No,64,Yes,no,VT,Female,55,No,No,,Other,,,,,1,,9,0,183,0,0,Less than 5 GB
No,64,Yes,no,WY,Male,54,No,No,,Other,,,,,1,,7,0,156.8,0,0,Less than 5 GB
No,64,Yes,yes,MI,Male,53,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,64,Yes,yes,MO,Female,46,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,64,Yes,yes,OH,Male,36,No,No,,Other,,,,,1,,58,0,0,38,9,Between 5 and 10 GB
No,64,Yes,yes,OR,Female,51,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,65,No,no,IA,Male,46,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,65,No,no,ID,Male,58,No,No,,Other,,,,,1,,25,0,0,22,3,Less than 5 GB
No,65,No,no,IN,Male,48,No,No,,Other,,,,,1,,11,0,0,0,0,Less than 5 GB
No,65,No,no,MA,Female,44,No,No,,Other,,,,,1,1,60,1,0,79,6,Between 5 and 10 GB
No,65,No,no,MA,Male,39,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,65,No,no,MD,Female,34,No,No,,Other,,,,,1,,10,0,0,0,0,Less than 5 GB
No,65,No,no,MN,Male,28,Yes,No,,Under 30,,,,,1,,10,0,0,0,0,Less than 5 GB
No,65,No,no,MS,Male,48,No,No,,Other,,,,,1,,61,0,0,11,5,Between 5 and 10 GB
No,65,No,no,NH,Female,65,No,Yes,Yes,Senior,Two Year,Direct Debit,(blank),(blank),1,,46,2,0,30,8,Between 5 and 10 GB
No,65,No,no,NV,Female,48,No,No,,Other,,,,,1,,11,0,0,0,0,Less than 5 GB
No,65,No,no,UT,Male,46,No,No,,Other,,,,,1,,10,0,0,0,0,Less than 5 GB
No,65,No,no,VA,Female,41,No,No,,Other,,,,,1,,16,0,0,0,0,Less than 5 GB
No,65,No,no,VT,Female,48,No,No,,Other,,,,,1,,28,0,0,41,3,Less than 5 GB
